scene,dialogue_index,context,expected_response,prediction,exact_match,content_correct,style_consistent,notes
51. 过夜,32,祖祖&扎扎说：我们保证。,哇，一架钢琴。我在上课听……闪烁的小星星，我可以试一试吗？,嘘！我们玩“不说话”游戏！一、二、三……,0.0,,,
51. 过夜,36,斑马妈妈说：嘘，你一定要安静，所以斑马爸爸可以睡觉了。现在请放进你的睡袋里。,我们现在该怎么办？,好的！我马上钻进睡袋！,0.0,,,
51. 过夜,38,苏西说：在睡懒觉的时候总是午夜的盛宴。,什么是午夜宴会？,偷偷吃葡萄！爸爸不会发现的！,0.0,,,
51. 过夜,44,"佐伊说：嘘，苏西，嘘佩奇。安静的……
旁白：斑马妈妈醒了。",我们会有最好的午夜盛宴。,对不起！我们小声点！,0.0,,,
51. 过夜,46,斑马妈妈说：发生什么事？你会吵醒斑马爸爸的。现在谁知道温柔的睡前故事。,我，还有我……,我！我！我知道《星星小猪》的故事！,0.0,,,
51. 过夜,53,艾米丽说：嗯，我不太确定。,说什么都行，艾米丽。,我来讲！小猪找到最亮的星星！,0.0,,,
51. 过夜,61,丽贝卡说：还有一个可怕的怪物。,我们想知道接下来会发生什么。,怪物是星星的守护者！它不吓人！,0.0,,,
52. 寒冷的冬日,1,旁白：今天很冷。佩奇和乔治戴着帽子围巾、外套、手套和靴子。,听着，乔治，树上没有叶子。,"哦，天哪！我最喜欢冬天啦！  
我们去跳泥坑吧！万岁！",0.0,,,
52. 寒冷的冬日,3,"佩奇说：听着，乔治，树上没有叶子。
旁白：在冬天，树木失去了叶子。佩奇和乔治发现了一个泥泞的水坑。佩奇和乔治喜欢在泥泞的水坑里上下翻腾。",我先来。,"哇！太棒啦！  
跳泥坑咯！",0.0,,,
52. 寒冷的冬日,5,"佩奇说：我先来。
旁白：太冷了，水坑变成了冰它很滑。",一点也不好笑。,"哎呀！好滑呀！  
乔治，小心点！",0.0,,,
52. 寒冷的冬日,9,"猪爸爸说：好，一个泥泞的水坑。
旁白：猪爸爸喜欢跳在泥泞的水坑里。",别说了，爸爸。,"爸爸跳得好高！  
我也要跳！",0.0,,,
52. 寒冷的冬日,11,猪爸爸说：很接近。我真幸运良好的平衡感。,爸爸，今天水坑结冰了，我们可以。不要跳进去。,"爸爸真厉害！  
我也要学平衡！",0.0,,,
52. 寒冷的冬日,13,猪妈妈说：不要介意。我们给鸭子喂点面包吧。,万岁！,"鸭子来了！  
喂面包咯！",0.0,,,
52. 寒冷的冬日,15,"佩奇&乔治说：万岁！
旁白：佩奇和乔治喜欢喂鸭子。",喂，鸭子们。我们有一些面包给你。,"鸭子嘎嘎叫！  
我们是好朋友！",0.0,,,
52. 寒冷的冬日,17,"佩奇说：喂，鸭子们。我们有一些面包给你。
旁白：鸭子喜欢面包。太冷了，池塘结冰了。冰很滑。",抱歉，我笑了，鸭子夫人。但看起来确实很有趣。,"小心滑倒！  
鸭子游得好快呀！",0.0,,,
52. 寒冷的冬日,19,"佩奇说：抱歉，我笑了，鸭子夫人。但看起来确实很有趣。
旁白：开始下雪了。",雪！,"哇！下雪啦！  
堆雪人咯！",0.0,,,
52. 寒冷的冬日,21,"佩奇说：雪！
旁白：佩奇和乔治喜欢雪。",乔治，我们去抓雪花吧。,"雪人要有胡萝卜鼻子！  
我们堆吧！",0.0,,,
52. 寒冷的冬日,27,苏西说：你好，佩奇。,哇。苏西，看起来很有趣。我们都在狂欢在大山上。那里有很多雪。,"你好，苏西！  
一起堆雪人吧！",0.0,,,
52. 寒冷的冬日,29,猪爸爸说：我们爬上那座大山好吗看电影吗？,是的，请。,"山上雪好大！  
滑雪咯！",0.0,,,
52. 寒冷的冬日,32,"佩奇说：是的，请。
旁白：佩奇的朋友们正在组织在大山上。
旁白：哦，亲爱的，乔治在山上滑倒了。",你看起来很有趣，乔治。,"乔治，你没事吧！  
我扶你起来！",0.0,,,
52. 寒冷的冬日,35,猪爸爸说：这很容易在山上滑倒。也许我该带乔治去。,爸爸，你也能抱着我吗？,"爸爸抱乔治！  
我扶苏西！",0.0,,,
52. 寒冷的冬日,41,其他人说：是的！准备好了，稳住，走！？,我们……,"走！滑雪咯！  
小心点，乔治！",0.0,,,
52. 寒冷的冬日,45,猪爸爸说：我不会滑倒的，哇……,爸爸就像个大斗牛士。,"爸爸滑得好高！  
我也要滑！",0.0,,,
52. 寒冷的冬日,47,孩子们说：呵呵……,我们将赢得这场比赛。,"太好玩啦！  
我们再滑一次！",0.0,,,
52. 寒冷的冬日,50,"乔治说：万岁！
旁白：佩奇和乔治是赢家。",干得好，佩奇。,"万岁！我们赢啦！  
爸爸真厉害！",0.0,,,
52. 寒冷的冬日,51,佩奇的朋友们说：干得好，佩奇。,我爸爸做的很好的托博根。,"谢谢你们！  
我们是好朋友！",0.0,,,
31. 小猪宝宝,2,猪爸爸说：今天，除了见克洛伊，你们还要见见你们的新表弟。,哦！,"哇！新表弟？他几岁呀？  
我们可以一起跳泥坑吗？",0.0,,,
31. 小猪宝宝,4,"佩奇&乔治说：哦！
旁白：佩奇和她的家人到了克洛伊家。",你好！,"克洛伊！你好呀！  
这是你的新表弟吗？",0.0,,,
31. 小猪宝宝,8,"克洛伊说：你好，佩奇和乔治！
旁白：这是克洛伊，佩奇和乔治的大表姐。",但我们的新表弟在哪儿？,"克洛伊你好！  
新表弟在哪里呀？",0.0,,,
31. 小猪宝宝,10,猪阿姨说：这是你们的新表弟！,哦！,"哇！好可爱呀！  
我可以抱抱他吗？",0.0,,,
31. 小猪宝宝,14,猪妈妈说：哦！多漂亮啊！,是个小女孩吗？,"他好小呀！  
像乔治一样可爱！",0.0,,,
31. 小猪宝宝,16,克洛伊说：不，是个男孩。,哦。我希望是个女孩。,"哦！是个小哥哥呀！  
我可以给他起名字吗？",0.0,,,
31. 小猪宝宝,22,猪妈妈说：我觉得宝宝太小了，不能玩恐龙。,乔治。宝宝不想和你玩。他想和我玩。,"可是我可以当他的恐龙呀！  
他会喜欢我的！",0.0,,,
31. 小猪宝宝,25,猪妈妈说：佩奇，宝宝太小了，不能玩球类游戏。,但如果他不能玩恐龙或球，他能做什么？,"那我可以轻轻摇他！  
像秋千一样！",0.0,,,
31. 小猪宝宝,29,克洛伊说：他还会这个。,猪阿姨，我能抱抱宝宝吗？,"哇！他会笑！  
我也要笑一个！",0.0,,,
31. 小猪宝宝,31,猪阿姨说：可以。如果你非常小心，你可以抱亚历山大。,亚历山大？,"我抱过乔治，没问题！  
亚历山大，你好呀！",0.0,,,
31. 小猪宝宝,34,"猪阿姨说：这是他的名字，小亚历山大。
旁白：对这么小的一只小猪来说，名字真大。",虽然是个男孩，但名字很好听。,"亚历山大！  
像国王一样！",0.0,,,
31. 小猪宝宝,36,亚历山大说：咕咕咕。,哦。那是什么味道？,"他在说你好吗？  
我跟他玩咯！",0.0,,,
31. 小猪宝宝,38,猪阿姨说：也许亚历山大的尿布需要换了。,呃！真恶心！,"我帮过乔治！  
让我试试换尿布！",0.0,,,
31. 小猪宝宝,40,猪爸爸说：佩奇，你小时候也穿尿布。,我没有。,"真的吗？  
我也要换尿布吗？",0.0,,,
31. 小猪宝宝,43,猪阿姨说：可以。,克洛伊，有个小弟弟感觉好吗？,"我来帮小亚历山大！  
像照顾乔治一样！",0.0,,,
31. 小猪宝宝,45,克洛伊说：好。亚历山大很可爱。,我希望乔治是个可爱的小猪宝宝。,"他像小猪宝宝！  
我们可以给他唱歌！",0.0,,,
31. 小猪宝宝,47,克洛伊说：我知道！乔治可以假装是小猪宝宝。他可以坐我的洋娃娃婴儿车。,好主意！,"乔治，假装当宝宝！  
我推你去玩吧！",0.0,,,
31. 小猪宝宝,50,"乔治说：不！
旁白：乔治不想当宝宝。",乔治。如果你假装是宝宝，我保证永远对你好。,"乔治，别怕！  
当宝宝很有趣的！",0.0,,,
31. 小猪宝宝,54,"克洛伊说：你还可以玩我所有的玩具。
旁白：乔治想得更多了。",等我们回家后，你也可以玩我所有的玩具。,"乔治，玩具超多！  
要不要试试看？",0.0,,,
31. 小猪宝宝,59,"克洛伊说：多可爱的小猪宝宝啊。
旁白：这是糖果猫、苏西羊、丽贝卡兔和佐伊斑马。",你好！,"哇！好多朋友！  
我们一起玩吧！",0.0,,,
31. 小猪宝宝,61,苏西说：乔治为什么在那个洋娃娃婴儿车里？,那不是乔治。那是一只小猪宝宝。,"乔治假装当宝宝！  
他想玩婴儿车！",0.0,,,
31. 小猪宝宝,65,克洛伊说：乔治是一只假装的小猪宝宝。,啊！,"乔治说好玩！  
我们一起哄他睡觉！",0.0,,,
31. 小猪宝宝,70,"乔治说：不！
旁白：乔治不想当女孩宝宝。",好吧。是个男孩。,"乔治不是女孩！  
他是小猪宝宝！",0.0,,,
31. 小猪宝宝,72,苏西说：我有些饼干。小猪宝宝想要一块吗？,哦，不。他不能吃饼干。,"谢谢苏西！  
给乔治吃一块吧！",0.0,,,
31. 小猪宝宝,85,苏西说：哇！一只真正的、真正的小猪宝宝！,太可爱了！,"乔治是小猪宝宝！  
他会咕咕叫吗？",0.0,,,
02. 埃米莉大象,9,瞪羚夫人说：我们只需要一个。“佩奇，你能给艾米丽看看吗？”她的外套挂在哪里？,“是的，瞪羚夫人。”我们每个人都有自己的衣钩。“这是给你的，艾米丽。”,"好吧……给你看！  
挂在衣帽架上啦！",0.0,,,
02. 埃米莉大象,17,"瞪羚夫人说：天哪！积木今天很流行！
旁白：每个人都想坐埃米莉大象旁边。",“艾米丽，你挡了一个街区”在另一个上面。这样地。,"埃米莉，我们一起玩积木吧！  
大象坐这里，我坐这里！",0.0,,,
02. 埃米莉大象,30,瞪羚夫人说：有人能给艾米丽看一下吗我们在哪里玩？,“是的，瞪羚夫人。”,"操场！我们去玩滑梯吧！  
大象，你来当滑梯！",0.0,,,
02. 埃米莉大象,34,"佩德罗说：抓不到我！
旁白：太吵了！",让我们看看谁最大声！,"嘘——安静！  
我们玩捉迷藏吧！",0.0,,,
02. 埃米莉大象,45,佩德罗说：轮到我了！呜呜！,轮到我了！史努特！！！！！,"别哭！我帮你数数！  
一、二、三……",0.0,,,
02. 埃米莉大象,53,其他人说：真的！,再来一次！,"那我们轮流玩！  
佩奇先，然后你！",0.0,,,
02. 埃米莉大象,56,"艾米丽说：哎呀！
旁白：艾米丽不再害羞了。",“艾米丽，你想玩吗？”我最喜欢的游戏？,"大象不害羞啦！  
我们一起玩吧！",0.0,,,
02. 埃米莉大象,58,艾米丽说：你最喜欢的游戏是什么？,在泥泞的水坑里跳！,"跳泥坑！太好玩啦！  
你要和我一起吗？",0.0,,,
02. 埃米莉大象,68,艾米丽说：对！,埃米莉大象是我的朋友！,"万岁！我们去找泥坑！  
乔治肯定也想玩！",0.0,,,
02. 埃米莉大象,75,丽贝卡说：还有我的！还有我的！还有我的！,“艾米丽，你最喜欢谁？”,"等等！我们分着玩！  
一人一个，公平！",0.0,,,
45. 学校露营,8,佐伊说：我以后可能会觉得不舒服。我能坐在前面以防万一吗？,我也可以坐在前面吗？,好的！佩奇让乔治坐前面，说：“小心点哦！”,0.0,,,
45. 学校露营,20,瞪羚夫人说：孩子们，你们每个人都必须找到一个伙伴分享你的帐篷。,苏西，我们一起搭帐篷好吗？,佩奇拍拍手：“我和乔治一组！你想加入吗？”,0.0,,,
45. 学校露营,28,佐伊说：好啊！,很好，现在你可以和我分享了。,佩奇开心地跳起来：“太好啦！我们三个一起！”,0.0,,,
45. 学校露营,48,"孩子们说：晚安，瞪羚夫人。
旁白：佩奇和苏西在他们的睡袋里。",我有手电筒。,佩奇小声说：“嘘——我们要数星星！”,0.0,,,
45. 学校露营,52,苏西说：那奇怪的声音是什么？,我不知道。又来了。苏西，你要去哪儿？,佩奇紧张地抱紧乔治：“是……是狮子利奥吗？”,0.0,,,
45. 学校露营,56,苏西说：是的，请。,瞪羚夫人，我想我也有点害怕。我能进来吗？,佩奇拍拍胸脯：“别怕！侦探佩奇在！”,0.0,,,
45. 学校露营,62,瞪羚夫人说：大家进来。,请给我们唱一首冰糖歌好吗？,佩奇小声说：“嘘——我们找到答案啦！”,0.0,,,
34. 滑冰,1,旁白：佩奇和她的家人今天要去滑冰。,这会很有趣。,太棒了！我最喜欢滑冰了！,0.0,,,
34. 滑冰,3,"佩奇说：这会很有趣。
旁白：佩奇和乔治以前从未滑过冰。",现在乔治，你不会很擅长滑冰，所以就照我做的做。,真的吗？乔治呢？他也想学！,0.0,,,
34. 滑冰,5,猪爸爸说：我相信我们都会很好的。,是的。尤其是我。,猪爸爸最棒了！他会教我们的！,0.0,,,
34. 滑冰,12,兔子小姐说：给你。,谢谢。,谢谢兔子小姐！我学会了！,0.0,,,
34. 滑冰,16,"兔子小姐说：滑冰愉快。
旁白：这是苏西羊、丽贝卡兔、丹尼狗、佐伊斑马、糖果猫、埃米莉大象和佩德罗小马。
旁白：佩奇的朋友们滑冰滑得很好。",大家好。,他们滑得好快！我也要像他们一样！,0.0,,,
34. 滑冰,17,佩奇说：大家好。,你好，佩奇。,大家好！我们一起滑吧！,0.0,,,
34. 滑冰,19,苏西说：这是你第一次滑冰吗？,是的。,是的！乔治也是第一次！,0.0,,,
34. 滑冰,21,苏西说：我教你滑冰好吗？,不，谢谢你，苏西，我相信我已经会了。,好呀！苏西是最好的老师！,0.0,,,
34. 滑冰,23,苏西说：好吧，那就来吧。,这不可能。我不想再滑冰了。,抓住我的手！我们一起滑！,0.0,,,
34. 滑冰,25,猪爸爸说：别担心，佩奇。每个人滑冰都会摔倒。就连我也会摔倒。看这个，哎呀！,傻爸爸。,猪爸爸摔得好搞笑！我也想试试！,0.0,,,
34. 滑冰,31,猪妈妈说：滑冰很容易，佩奇。只要用脚推然后滑行。推，推，滑行。看到了吗？,推，推，滑行。推，推，滑行。这很容易，我现在可以自己滑了，妈妈。推，推，滑行。推，推，滑行。,我试试！推，推，滑行！万岁！,0.0,,,
34. 滑冰,33,猪爸爸说：干得好，佩奇。,看我，我在滑冰。,谢谢猪爸爸！我学得很快吧！,0.0,,,
34. 滑冰,36,猪妈妈说：是的，我是个很好的老师。慢点，佩奇。你会撞到别人的。,别担心，妈妈，我滑冰很棒。哦，刹车在哪儿？,对不起！我慢一点滑！,0.0,,,
34. 滑冰,39,猪爸爸说：哦。,啊，我停不下来了。小心！,猪爸爸怎么了？他也摔了吗？,0.0,,,
34. 滑冰,41,猪爸爸说：猪妈妈教你滑冰，但我教你摔倒。,是的，我非常擅长摔倒。,猪爸爸真搞笑！我也想学摔倒！,0.0,,,
34. 滑冰,42,佩奇说：是的，我非常擅长摔倒。,乔治，你也想滑冰吗？,我最爱摔倒了！每次都笑嘻嘻！,0.0,,,
34. 滑冰,44,乔治说：不。,来吧，乔治。很有趣。我来教你。首先，你需要……,乔治害怕摔倒吗？我抱抱你！,0.0,,,
34. 滑冰,46,乔治说：哇……,乔治，回来，我在教你滑冰。,乔治别怕！我扶着你滑！,0.0,,,
34. 滑冰,49,苏西说：哇，看乔治。,很好，乔治。现在你需要学怎么停下来。,乔治摔得好可爱！我们都来学他！,0.0,,,
34. 滑冰,52,猪爸爸说：你太棒了，乔治！,是的，你做得很好，乔治，这是你的第一课。,乔治最勇敢了！我也要像他一样！,0.0,,,
34. 滑冰,54,猪妈妈说：来吧，我们滑冰吧。,好的。,我准备好了！一起滑冰吧！,0.0,,,
34. 滑冰,56,"佩奇一家说：好的。
旁白：佩奇和乔治喜欢滑冰。",妈妈和爸爸教我滑冰，但我教乔治。,滑冰太好玩啦！明天还来好吗？,0.0,,,
35. 牙医,2,猪妈妈说：佩奇，乔治，你们准备好去做检查了吗？,我太忙了，没时间检查。我正在和泰迪开茶话会。是的，我们很忙。,准备好啦！我最喜欢和乔治一起做检查了！,0.0,,,
35. 牙医,4,猪爸爸说：我们都需要检查，以确保我们的牙齿干净健康。,好吧，爸爸。乔治，你的牙齿和我的一样干净吗？,牙齿健康最重要！我每次刷牙都像在跳泥坑一样开心！,0.0,,,
35. 牙医,8,"猪爸爸说：你们两个都有漂亮的干净牙齿。我相信牙医会很高兴的。
旁白：佩奇和乔治在牙医诊所等待检查。",啊，等待很无聊。,乔治，你看那个会笑的镜子！它在和我们打招呼呢！,0.0,,,
35. 牙医,11,兔子小姐说：佩奇，乔治，牙医现在要见你们了。,万岁！,太棒啦！我们走吧，乔治，像小英雄一样勇敢哦！,0.0,,,
35. 牙医,14,大象医生说：你好，佩奇，你刷牙了吗？,是的，大象医生。,刷了！我用粉色牙膏，还唱了刷牙歌呢！,0.0,,,
35. 牙医,16,大象医生说：很好。现在，谁先来？,我先来，因为我是大女孩。看着我，乔治。,乔治先来！他可是勇敢的小男孩！,0.0,,,
35. 牙医,18,大象医生说：请坐到椅子上。抓紧。,哇……,乔治加油！我在这儿给你加油哦！,0.0,,,
35. 牙医,20,大象医生说：请张大嘴。,啊……,乔治张大嘴，像吃大苹果一样！,0.0,,,
35. 牙医,22,大象医生说：再张大点。,啊……,乔治，张得再大一点，像笑一样！,0.0,,,
35. 牙医,28,猪爸爸说：她像我。,我现在可以喝这种特别的粉红色饮料了吗？,猪爸爸也张大嘴，牙齿亮晶晶的！,0.0,,,
35. 牙医,30,大象医生说：可以，但不要喝，佩奇。吐出来。,乔治，现在轮到你了。,哇！这味道像跳泥坑时的泥巴！,0.0,,,
35. 牙医,36,大象医生说：很高兴见到你，恐龙先生。,它不是真的恐龙。它是塑料做的。,恐龙先生也来看牙医啦？太好玩了！,0.0,,,
35. 牙医,39,"大象医生说：抓紧。你做得很好，乔治。现在你能给我看看你的牙齿吗？
旁白：乔治不想让牙医看他的牙齿。",乔治，张大嘴，像这样。啊……啊……,乔治，别怕！我帮你数牙齿好不好？一、二、三……,0.0,,,
35. 牙医,45,"大象医生说：是的。
旁白：乔治为有干净的牙齿感到非常自豪。",乔治，别忘了粉红色的饮料。,乔治的牙齿像珍珠一样亮！他真棒！,0.0,,,
35. 牙医,49,大象医生说：乔治的牙齿很干净，但这个小恐龙的牙齿很脏。,哦，不。大象医生对恐龙先生很生气。,恐龙先生要刷牙啦！我们一起帮他吧！,0.0,,,
35. 牙医,58,乔治说：咕噜！恐龙。,太可怕了。,乔治想和恐龙先生做朋友吗？我们可以一起刷牙！,0.0,,,
22. 猪爸爸的办公室,1,旁白：今天作为特别款待，佩奇和乔治要去参观猪爸爸的办公室。,爸爸，你整天在办公室做什么？,太棒啦！我要去看爸爸工作的地方！,0.0,,,
22. 猪爸爸的办公室,5,猪爸爸说：我们到了。,万岁！,哇！这就是爸爸的办公室吗？好酷呀！,0.0,,,
22. 猪爸爸的办公室,9,女士说：你好，猪爸爸。,我能按一下按钮吗？,猪爸爸的朋友！你好呀！,0.0,,,
22. 猪爸爸的办公室,12,女士说：你好？,是我。,你好！我是佩奇！,0.0,,,
22. 猪爸爸的办公室,15,猪爸爸说：我的办公室在顶楼。我们要坐电梯上去。,我能按按钮吗？,哇！电梯！乔治，我们坐电梯啦！,0.0,,,
22. 猪爸爸的办公室,17,猪爸爸说：我觉得轮到乔治了。按上面的按钮，乔治。,哦！,乔治，按按钮！看，上面那个！,0.0,,,
22. 猪爸爸的办公室,19,"佩奇&乔治说：哦！
旁白：电梯正带着佩奇、乔治和猪爸爸升到顶楼。",哇！,哇！我们在飞上去！好高呀！,0.0,,,
22. 猪爸爸的办公室,30,兔子先生说：当然可以。我的工作全是关于数字的。我拿一张非常重要的纸。我拿一个橡皮图章，然后在纸上盖章。,哇！,哇！印章！我可以看看吗？,0.0,,,
22. 猪爸爸的办公室,32,"佩奇&乔治说：哇！
旁白：兔子先生的工作真棒。",我能盖章吗？,兔子先生真厉害！我也想盖章！,0.0,,,
22. 猪爸爸的办公室,34,兔子先生说：当然可以。我给你找些纸。,这里有些纸。,我要盖章！红色的！,0.0,,,
22. 猪爸爸的办公室,37,"兔子先生说：也许我们应该用一些空白纸。给你。
旁白：佩奇喜欢用橡皮图章盖章。",我喜欢做兔子先生的工作。,盖章！盖章！我要盖满一整张纸！,0.0,,,
22. 猪爸爸的办公室,40,猫太太说：你好，佩奇和乔治。,你好。,你好，猫太太！我们盖章呢！,0.0,,,
22. 猪爸爸的办公室,42,猫太太说：我的工作是在电脑上画图形。,哦！,哇！你会画画吗？给我画一只小猪吧！,0.0,,,
22. 猪爸爸的办公室,44,猫太太说：然后我把图形打印出来。,哇！,给我看看！我要拿回家给妈妈看！,0.0,,,
22. 猪爸爸的办公室,46,猫太太说：这是另一份。,谢谢。,太漂亮啦！我想要两个！,0.0,,,
22. 猪爸爸的办公室,48,"佩奇说：谢谢。
旁白：猫太太的工作真好！",我能试试吗？,猫太太真棒！我也想学画画！,0.0,,,
22. 猪爸爸的办公室,50,猪爸爸说：也许现在轮到乔治了。,没错，乔治。轮到你做点工作了。,乔治，该你玩啦！我让给你！,0.0,,,
22. 猪爸爸的办公室,52,"佩奇说：没错，乔治。轮到你做点工作了。
旁白：乔治在画蓝色三角形。",现在你把它们打印出来。,乔治画得好！我要一个蓝色三角形！,0.0,,,
22. 猪爸爸的办公室,53,佩奇说：现在你把它们打印出来。,我喜欢做猫太太的工作。,打印！打印！我要看乔治的画！,0.0,,,
22. 猪爸爸的办公室,55,猪爸爸说：你想看看我的桌子吗？,想看！,好呀！爸爸的桌子一定很神奇！,0.0,,,
22. 猪爸爸的办公室,59,"猪爸爸说：我的工作相当复杂。我处理大数字，传输它们并计算它们的承重切线。
旁白：猪爸爸的工作听起来很重要。",你用橡皮图章吗？,爸爸最棒啦！你工作的时候我很骄傲！,0.0,,,
22. 猪爸爸的办公室,61,猪爸爸说：不用。,你用电脑吗？,爸爸不工作的时候，我们去跳泥坑吧！,0.0,,,
22. 猪爸爸的办公室,63,猪爸爸说：不用。但我用彩色笔。,爸爸，我们可以用你的彩色笔画画吗？,彩色笔！给我一支红色的！,0.0,,,
22. 猪爸爸的办公室,66,"猪爸爸说：好主意。
旁白：佩奇和乔治喜欢用彩色笔画画。",我在画房子。乔治在画恐龙。乔治总是画恐龙。,我要画一朵大花！红色的！,0.0,,,
22. 猪爸爸的办公室,72,猫太太说：多凶猛的恐龙啊。,乔治和我一直在做爸爸的工作。,恐龙？我要画一只小恐龙！,0.0,,,
22. 猪爸爸的办公室,74,猪爸爸说：他们做得很好。,我喜欢做兔子先生的工作，也喜欢做猫太太的工作。但我最喜欢做爸爸的工作。,乔治画得好！我也画得好！,0.0,,,
24. 乔治感冒了,13,猪妈妈说：那就戴上帽子。,来吧，乔治。,好呀！（开心地转圈）我最喜欢戴我的小帽子了！,0.0,,,
24. 乔治感冒了,27,猪爸爸说：谢谢你，棕熊医生。再见。,乔治会被送到医院吃药吗？,再见，棕熊医生！（挥手蹦跳）佩奇最棒啦！,0.0,,,
24. 乔治感冒了,29,猪爸爸说：不，乔治只需要上床睡觉。,哦，所以乔治不是真的病得很重。,好吧！（撇嘴）但我才是最累的！,0.0,,,
24. 乔治感冒了,31,乔治说：阿嚏！,呃！真恶心！,哎呀！（跳起来）乔治打喷嚏啦！要喝水吗？,0.0,,,
24. 乔治感冒了,45,棕熊医生说：嗯，佩奇，你又大又勇敢。你能教乔治怎么说啊……,当然可以。啊……,乔治，说“阿嚏！”（拍拍弟弟）勇敢一点！,0.0,,,
24. 乔治感冒了,48,棕熊医生说：嗯，乔治感冒了。,乔治需要吃药吗？,乔治不乖！（皱眉）要听医生的话哦！,0.0,,,
24. 乔治感冒了,53,"棕熊医生说：不客气。再见！
旁白：乔治一整天都在床上。现在是佩奇的就寝时间。",乔治，你好些了吗？,晚安，乔治！（跳上床）明天我们一起去跳泥坑！,0.0,,,
24. 乔治感冒了,57,乔治说：阿嚏！,乔治，请不要打喷嚏那么大声。呃！这不可能。,哎呀！（跳起来）乔治又打喷嚏啦！,0.0,,,
24. 乔治感冒了,61,猪爸爸说：晚安，我的小猪们。,啊，安静真好。,晚安，爸爸！（挥手）佩奇爱你！,0.0,,,
06. 乔治的朋友,2,猪爸爸说：你准备好了吗？,准备好了！,我准备好了！爸爸，我们去跳泥坑吧！,0.0,,,
06. 乔治的朋友,4,猪爸爸说：那我们走吧！,呼！,万岁！跳泥坑最开心啦！,0.0,,,
06. 乔治的朋友,5,佩奇&苏西&丹尼说：呼！,快点快点！,哇！我们一起跳得更高啦！,0.0,,,
06. 乔治的朋友,9,丽贝卡说：大家好！,你好！,你好，丽贝卡！来跳泥坑吗？,0.0,,,
06. 乔治的朋友,30,"兔妈妈说：“理查德，”现在让乔治抱着恐龙。
旁白：“理查德也不喜欢分享。”这是怎么回事？",乔治和理查德总是哭当他们一起玩的时候。它们太小了，不能正常发挥。,"理查德不想让乔治抱恐龙！  
我也想玩恐龙，但我会分享哦！",0.0,,,
06. 乔治的朋友,32,兔妈妈说：你们两个大姑娘教他们一起玩？,我们当然可以帮助他们造沙堡。,"我和苏西来教他们玩！  
大家轮流抱恐龙！",0.0,,,
